Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,06/01/1998,19,1,4,3,13,10,3.581,3.581,0,ACTIVO
COMUNICACIÓN SOCIAL Y PERIODISMO,Femenino,14/02/1992,25,7,44,44,104,104,4.262,4.264,6,ACTIVO
CONTADURÍA PÚBLICA,Masculino,01/08/1959,58,7,47,45,135,131,4.266,3.85,7,ACTIVO
CONTADURÍA PÚBLICA,Femenino,12/07/2005,12,5,5,3,5,3,2.222,3.841,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,06/04/1994,23,7,39,37,113,106,4.173,4.228,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,04/12/1985,31,3,47,17,136,46,0,2.236,10,DESERTOR
CONTADURÍA PÚBLICA,Femenino,05/09/1986,31,6,43,37,125,106,3.871,3.632,7,ACTIVO
CONTADURÍA PÚBLICA,Femenino,27/02/1995,22,2,25,9,67,24,1.643,2.239,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,03/01/1988,29,10,37,36,105,102,3.888,3.894,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,06/09/1979,38,2,11,11,33,33,4.15,4.227,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,06/09/1979,38,2,11,11,33,33,4.15,4.227,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,08/11/1986,31,10,35,35,96,96,4.181,4.105,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,04/07/1984,33,10,28,23,28,23,3.9,2.925,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,07/07/1970,47,2,13,13,28,28,4.586,4.457,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,29/03/1990,27,9,55,55,146,146,4.664,4.026,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,12/03/1974,43,10,30,26,70,62,3.25,3.504,4,GRADUADO
CONTADURÍA PÚBLICA,Femenino,29/11/1971,45,10,31,28,81,71,2.9,3.541,8,DESERTOR
CONTADURÍA PÚBLICA,Femenino,21/07/1997,20,3,10,10,26,26,4.754,4.454,1,ACTIVO
CONTADURÍA PÚBLICA,Femenino,24/09/1985,32,10,59,50,169,137,3.2,3.468,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,17/06/1988,29,1,6,6,18,18,4.078,4.078,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,19/03/1984,33,9,70,68,187,181,4.17,4.403,14,GRADUADO
CONTADURÍA PÚBLICA,Femenino,19/03/1984,33,9,70,68,187,181,4.17,4.403,14,GRADUADO
CONTADURÍA PÚBLICA,Femenino,23/09/1987,30,8,62,47,173,134,3.1,3.267,15,ACTIVO
CONTADURÍA PÚBLICA,Femenino,12/02/1985,32,3,9,6,26,17,3.133,3.246,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,19/03/1990,27,10,56,50,153,136,4.118,3.735,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,19/03/1990,27,10,56,50,153,136,4.75,4.75,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,01/03/1981,36,3,10,10,28,28,3.679,4.095,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,04/10/1982,35,2,12,12,33,33,4.22,4.34,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,17/02/1985,32,4,37,24,111,71,1.675,3.103,11,DESERTOR
CONTADURÍA PÚBLICA,Femenino,13/01/1986,31,10,61,55,163,147,3.35,3.523,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/07/1997,20,5,36,32,103,90,4.036,3.704,5,ACTIVO
CONTADURÍA PÚBLICA,Femenino,20/01/1983,34,10,64,54,173,143,3.5,3.394,11,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/08/1994,23,1,6,0,17,0,0.926,0.926,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,05/09/1996,21,1,6,0,17,0,0.053,0.053,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,23/07/1988,29,1,6,3,18,8,2.967,3.336,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,25/01/1984,33,6,72,19,209,53,3.661,3.236,17,ACTIVO
CONTADURÍA PÚBLICA,Femenino,05/04/1985,32,1,8,1,25,3,1.88,1.98,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,17/07/1982,35,10,45,38,122,100,3.5,3.462,14,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/10/1990,27,10,62,60,168,161,3.1,3.732,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/10/1990,27,10,62,60,168,161,4.5,4.5,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,28/09/1994,23,6,40,39,116,112,3.588,3.875,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,14/02/1992,25,1,6,5,18,15,3.353,3.353,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,19/08/1985,32,3,13,10,37,28,2.925,3.722,2,DESERTOR
CONTADURÍA PÚBLICA,Femenino,27/11/1975,41,2,11,6,34,18,1.678,2.876,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,26/05/1985,32,6,3,2,3,2,3.009,3.388,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,31/08/1977,40,9,54,46,141,120,3.139,3.478,16,ACTIVO
CONTADURÍA PÚBLICA,Femenino,09/07/1994,23,2,22,13,59,34,3.145,2.826,3,DESERTOR
CONTADURÍA PÚBLICA,Femenino,29/09/1981,36,10,56,51,153,138,4.05,3.792,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,29/09/1981,36,10,56,51,153,138,4.5,4.5,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/12/1984,32,9,17,17,26,26,4.488,4.488,12,GRADUADO
CONTADURÍA PÚBLICA,Femenino,19/08/1991,26,4,42,29,116,78,2.881,3.326,15,ACTIVO
CONTADURÍA PÚBLICA,Femenino,19/11/1980,37,10,43,38,115,99,3.83,3.661,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,10/11/1985,32,10,51,39,58,40,1.357,2.028,12,GRADUADO
CONTADURÍA PÚBLICA,Femenino,21/12/1978,38,2,12,12,35,34,4.559,4.503,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,21/12/1978,38,2,12,12,35,34,4.559,4.503,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,11/07/1991,26,5,19,19,52,52,3.606,3.783,3,ACTIVO
CONTADURÍA PÚBLICA,Femenino,27/03/1980,37,2,17,11,46,28,2.247,2.936,9,DESERTOR
CONTADURÍA PÚBLICA,Femenino,29/11/1976,40,10,15,14,15,14,3.871,3.365,2,GRADUADO
CONTADURÍA PÚBLICA,Femenino,01/10/1972,45,3,17,13,45,33,3.435,3.267,2,ACTIVO
CONTADURÍA PÚBLICA,Masculino,05/12/1982,34,2,17,15,49,43,3.289,3.874,3,DESERTOR
CONTADURÍA PÚBLICA,Masculino,02/08/1958,59,2,13,13,28,28,4.286,4.246,1,ACTIVO
CONTADURÍA PÚBLICA,Masculino,13/07/1979,38,10,30,30,30,30,4,4,5,GRADUADO
CONTADURÍA PÚBLICA,Femenino,21/11/1982,34,10,48,48,130,130,4.172,4.203,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,25/04/1991,26,10,57,55,153,147,3.564,3.651,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,27/10/1996,21,2,6,6,17,17,3.894,4.214,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,15/01/1995,22,2,19,13,54,35,2.564,2.996,4,ACTIVO
CONTADURÍA PÚBLICA,Femenino,12/02/1975,42,10,35,33,88,84,3.15,3.582,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,12/09/1997,20,3,18,18,49,49,4.234,4.04,3,ACTIVO
CONTADURÍA PÚBLICA,Femenino,08/06/1991,26,3,18,16,50,44,3.468,3.897,2,DESERTOR
CONTADURÍA PÚBLICA,Femenino,10/11/1990,27,10,67,60,183,161,3.957,3.485,11,GRADUADO
CONTADURÍA PÚBLICA,Femenino,10/11/1990,27,10,67,60,183,161,4.25,4.25,11,GRADUADO
CONTADURÍA PÚBLICA,Masculino,19/04/1981,36,10,73,58,204,160,4.3,3.309,14,ACTIVO
CONTADURÍA PÚBLICA,Masculino,31/07/1998,19,1,5,5,15,15,3.863,3.863,0,ACTIVO
CONTADURÍA PÚBLICA,Masculino,13/06/1987,30,6,33,29,95,83,3.267,3.623,6,ACTIVO
CONTADURÍA PÚBLICA,Masculino,25/10/1981,36,10,70,40,193,106,3.871,2.676,14,GRADUADO
CONTADURÍA PÚBLICA,Masculino,03/06/1978,39,10,70,67,173,168,3.5,3.76,10,GRADUADO
CONTADURÍA PÚBLICA,Masculino,08/07/1984,33,6,12,5,33,13,1.365,2.997,1,DESERTOR
CONTADURÍA PÚBLICA,Masculino,21/12/1979,37,2,11,11,33,33,4.083,4.082,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,13/04/1990,27,4,27,23,79,66,2.814,3.367,5,DESERTOR
CONTADURÍA PÚBLICA,Masculino,01/01/2001,16,3,6,2,15,5,0.843,2.759,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,25/09/1995,22,5,38,31,111,87,2.742,3.27,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,05/10/1981,36,9,31,31,80,80,3.958,3.944,5,GRADUADO
CONTADURÍA PÚBLICA,Masculino,24/06/1990,27,9,54,49,146,128,3.582,3.459,8,GRADUADO
CONTADURÍA PÚBLICA,Masculino,14/09/1969,48,2,13,13,30,30,4.236,4.323,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,17/08/1992,25,1,6,4,17,12,2.953,2.953,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,04/03/1995,22,9,67,57,185,154,3.804,3.494,9,ACTIVO
CONTADURÍA PÚBLICA,Femenino,06/06/1998,19,1,11,9,31,25,3.513,3.379,1,ACTIVO
CONTADURÍA PÚBLICA,Femenino,01/01/2005,12,10,9,9,9,9,3.845,4.002,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,06/04/1975,42,9,63,60,170,161,3.579,3.885,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,23/02/1994,23,1,6,6,18,18,3.906,3.906,0,DESERTOR
CONTADURÍA PÚBLICA,Masculino,18/08/1981,36,9,32,32,86,85,3.746,3.557,5,GRADUADO
CONTADURÍA PÚBLICA,Masculino,03/05/1987,30,9,54,53,143,140,3.903,3.97,7,GRADUADO
CONTADURÍA PÚBLICA,Masculino,16/09/1981,36,1,6,0,17,0,1.897,1.897,0,DESERTOR
CONTADURÍA PÚBLICA,Masculino,19/09/1975,42,7,48,30,137,85,1.25,3.026,9,DESERTOR
CONTADURÍA PÚBLICA,Masculino,04/01/1981,36,3,17,17,49,49,3.5,3.888,3,DESERTOR
CONTADURÍA PÚBLICA,Femenino,20/01/1995,22,4,24,24,65,65,3.688,3.978,3,ACTIVO
CONTADURÍA PÚBLICA,Femenino,20/07/1963,54,4,25,23,71,64,3.741,3.696,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,09/07/1995,22,5,28,27,77,74,4.261,3.821,4,ACTIVO
CONTADURÍA PÚBLICA,Femenino,26/11/1988,28,2,9,9,23,23,3.618,3.987,1,ACTIVO
CONTADURÍA PÚBLICA,Femenino,19/12/1986,30,9,48,48,125,125,4.285,4.132,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,04/09/1982,35,2,11,8,32,24,3.456,3.494,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,10/01/1983,34,6,44,31,128,86,1.665,3.149,13,DESERTOR
CONTADURÍA PÚBLICA,Femenino,31/07/1978,39,2,1,1,2,2,4.6,3.995,0,GRADUADO
CONTADURÍA PÚBLICA,Femenino,10/01/1959,58,6,18,16,39,35,3.575,3.717,9,DESERTOR
CONTADURÍA PÚBLICA,Femenino,01/01/2005,12,10,30,29,30,29,3.975,3.873,4,GRADUADO
CONTADURÍA PÚBLICA,Femenino,07/11/1987,30,8,56,46,152,124,3.715,3.543,17,ACTIVO
CONTADURÍA PÚBLICA,Femenino,26/02/1993,24,4,41,21,117,62,0.805,2.663,6,DESERTOR
CONTADURÍA PÚBLICA,Femenino,06/05/1977,40,8,62,51,175,139,3.633,3.183,11,ACTIVO
CONTADURÍA PÚBLICA,Femenino,23/04/1993,24,8,61,49,172,135,3.8,3.402,11,ACTIVO
CONTADURÍA PÚBLICA,Femenino,07/06/1986,31,6,37,34,108,98,2.419,3.602,10,ACTIVO
CONTADURÍA PÚBLICA,Femenino,29/08/1964,53,6,16,14,46,41,4.55,3.579,3,ACTIVO
CONTADURÍA PÚBLICA,Femenino,11/03/1985,32,10,43,43,112,112,3,3.975,7,ACTIVO
CONTADURÍA PÚBLICA,Femenino,14/04/1992,25,1,10,6,28,17,2.288,2.834,1,ACTIVO
CONTADURÍA PÚBLICA,Femenino,01/10/1990,27,7,52,37,157,112,3.753,3.492,10,ACTIVO
CONTADURÍA PÚBLICA,Femenino,29/12/1959,57,2,12,12,34,33,4.224,4.1,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,21/11/1988,28,10,51,46,132,118,4.579,4.579,17,GRADUADO
CONTADURÍA PÚBLICA,Femenino,08/02/1998,19,3,18,18,49,49,3.956,3.823,2,ACTIVO
CONTADURÍA PÚBLICA,Femenino,03/05/1994,23,2,4,3,12,9,3.438,4.089,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,05/09/1989,28,10,55,55,146,146,3.964,4.379,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,11/06/1981,36,7,40,30,109,81,3.589,3.325,11,DESERTOR
CONTADURÍA PÚBLICA,Femenino,18/10/1981,36,10,23,23,23,23,4.2,4.2,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,16/04/1981,36,2,9,9,25,25,4.14,3.982,2,GRADUADO
CONTADURÍA PÚBLICA,Femenino,15/12/1984,32,7,6,4,6,4,3.252,3.508,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,18/08/1994,23,3,27,19,74,50,3.275,3.026,4,ACTIVO
CONTADURÍA PÚBLICA,Femenino,14/08/1997,20,1,5,5,15,15,3.393,3.393,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,29/07/1988,29,10,74,51,202,135,3.733,3.082,12,GRADUADO
CONTADURÍA PÚBLICA,Femenino,29/07/1988,29,10,74,51,202,135,3.75,3.75,12,GRADUADO
CONTADURÍA PÚBLICA,Femenino,01/10/1997,20,2,18,17,50,47,3.921,3.811,2,ACTIVO
CONTADURÍA PÚBLICA,Femenino,12/01/1994,23,7,41,40,118,114,3.723,3.869,6,ACTIVO
CONTADURÍA PÚBLICA,Femenino,15/04/1997,20,3,18,18,49,49,4.103,4.022,2,ACTIVO
CONTADURÍA PÚBLICA,Femenino,20/01/1988,29,9,34,33,34,33,4.083,4.083,5,GRADUADO
CONTADURÍA PÚBLICA,Femenino,09/08/1988,29,4,33,18,91,48,2.85,3.05,12,DESERTOR
CONTADURÍA PÚBLICA,Femenino,13/03/1988,29,3,23,13,77,36,2.438,2.718,3,DESERTOR
CONTADURÍA PÚBLICA,Femenino,15/04/1983,34,10,54,54,143,143,4.009,4.221,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,13/04/1996,21,5,24,23,64,61,3.422,3.763,3,ACTIVO
CONTADURÍA PÚBLICA,Femenino,30/07/1985,32,10,66,33,163,84,4.5,2.969,12,GRADUADO
CONTADURÍA PÚBLICA,Femenino,12/09/1983,34,1,6,5,18,14,3.167,3.167,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,12/04/1988,29,9,76,74,216,208,4.714,4.404,17,GRADUADO
CONTADURÍA PÚBLICA,Femenino,02/10/1989,28,2,11,11,33,33,3.89,4.023,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,17/11/1989,28,1,5,0,14,0,1.039,2.481,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,20/11/1971,46,10,18,18,18,18,3.4,3.51,2,GRADUADO
CONTADURÍA PÚBLICA,Femenino,24/09/1986,31,10,57,49,147,126,4,3.375,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,24/09/1986,31,10,57,49,147,126,4.25,4.25,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,09/09/1975,42,10,26,25,26,25,4.4,3.371,6,GRADUADO
CONTADURÍA PÚBLICA,Femenino,06/09/1966,51,10,35,33,35,33,4.5,4.5,5,GRADUADO
CONTADURÍA PÚBLICA,Femenino,16/09/1973,44,4,6,5,16,13,3.538,3.707,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,01/01/1970,47,3,7,7,7,7,4.185,4.166,0,GRADUADO
CONTADURÍA PÚBLICA,Femenino,19/09/1975,42,10,41,40,106,105,4.2,3.75,15,GRADUADO
CONTADURÍA PÚBLICA,Femenino,22/09/1988,29,6,45,32,124,90,3.135,3.419,11,ACTIVO
CONTADURÍA PÚBLICA,Femenino,21/09/1990,27,2,9,9,25,25,4.15,3.908,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,23/09/1988,29,3,6,6,15,15,3.56,3.824,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,01/01/1996,21,6,45,38,130,107,3.397,3.508,6,ACTIVO
CONTADURÍA PÚBLICA,Masculino,24/09/1991,26,8,56,56,150,150,4.153,4.099,8,ACTIVO
CONTADURÍA PÚBLICA,Masculino,13/12/1983,33,10,30,27,30,27,3.046,3.046,6,GRADUADO
CONTADURÍA PÚBLICA,Masculino,18/12/1988,28,5,40,29,123,89,3.644,3.466,8,ACTIVO
CONTADURÍA PÚBLICA,Masculino,10/06/1994,23,5,34,30,96,85,3.816,3.44,5,ACTIVO
CONTADURÍA PÚBLICA,Masculino,29/11/1992,24,2,12,5,33,12,2.835,3.473,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,05/07/1980,37,2,15,7,47,23,2.9,2.989,3,DESERTOR
CONTADURÍA PÚBLICA,Femenino,25/05/1991,26,10,55,55,144,144,4.388,4.029,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,25/05/1991,26,10,55,55,144,144,4.5,4.5,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,05/08/1992,25,2,10,8,28,22,3.312,3.377,1,ACTIVO
CONTADURÍA PÚBLICA,Femenino,20/11/1978,39,10,38,33,38,33,3.5,3.53,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,16/01/1990,27,10,60,60,157,157,4.212,4.388,11,GRADUADO
CONTADURÍA PÚBLICA,Femenino,16/01/1990,27,10,60,60,157,157,4.212,4.388,11,GRADUADO
CONTADURÍA PÚBLICA,Femenino,16/11/1997,19,1,6,0,17,0,0.397,0.397,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,06/10/1994,23,3,18,18,49,49,3.541,3.901,2,ACTIVO
CONTADURÍA PÚBLICA,Femenino,07/05/1982,35,1,6,6,14,14,4.243,4.178,0,GRADUADO
CONTADURÍA PÚBLICA,Femenino,05/02/1990,27,10,47,47,123,123,4.173,4.054,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,25/04/1996,21,1,6,2,17,5,2.538,2.538,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,01/08/1991,26,10,54,54,143,143,4.567,4.006,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,01/08/1991,26,10,54,54,143,143,4.5,4.5,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,31/12/1978,38,2,11,11,28,26,4.342,4.371,1,GRADUADO
CONTADURÍA PÚBLICA,Femenino,04/10/1986,31,10,58,38,151,98,3.5,3.113,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,12/05/1988,29,10,72,60,197,161,3.3,3.382,14,GRADUADO
CONTADURÍA PÚBLICA,Femenino,12/02/1984,33,10,60,60,161,161,3.332,3.873,9,ACTIVO
CONTADURÍA PÚBLICA,Femenino,27/08/1988,29,9,77,71,202,183,4.357,4.457,15,GRADUADO
CONTADURÍA PÚBLICA,Femenino,27/08/1988,29,9,77,71,202,183,4.357,4.457,15,GRADUADO
CONTADURÍA PÚBLICA,Femenino,26/10/1992,25,1,11,8,31,23,3.8,3.19,2,ACTIVO
CONTADURÍA PÚBLICA,Femenino,13/08/1992,25,1,4,0,12,0,0.4,0.4,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,14/12/1997,19,1,5,5,13,13,3.623,4.004,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,16/04/1995,22,2,6,6,16,16,3.794,4.186,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,01/02/1993,24,9,58,53,163,148,3.779,3.681,9,ACTIVO
CONTADURÍA PÚBLICA,Femenino,14/04/1978,39,10,34,34,92,92,3.85,3.91,5,GRADUADO
CONTADURÍA PÚBLICA,Femenino,09/01/1990,27,10,74,71,194,185,3.929,4.04,13,GRADUADO
CONTADURÍA PÚBLICA,Femenino,09/01/1990,27,10,74,71,194,185,3.929,4.04,13,GRADUADO
CONTADURÍA PÚBLICA,Femenino,23/07/1986,31,9,40,36,109,96,3.653,3.614,7,GRADUADO
CONTADURÍA PÚBLICA,Femenino,17/01/1991,26,2,11,9,33,26,2.733,3.054,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,27/08/1990,27,2,12,6,36,18,2.361,2.713,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,29/07/1992,25,9,71,58,196,157,4.011,3.358,11,GRADUADO
CONTADURÍA PÚBLICA,Femenino,09/07/1992,25,1,5,5,15,15,3.963,3.963,0,ACTIVO
CONTADURÍA PÚBLICA,Femenino,30/10/1993,24,6,65,30,187,83,0.508,2.327,9,ACTIVO
CONTADURÍA PÚBLICA,Femenino,13/10/1978,39,3,8,7,22,19,2.717,3.772,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,10/02/1986,31,1,4,3,12,8,2.767,2.767,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,26/08/1991,26,10,61,60,164,161,4.15,3.765,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,28/08/1988,29,10,49,46,133,124,4.282,3.708,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,28/08/1988,29,10,49,46,133,124,4.5,4.5,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,23/04/1977,40,1,6,6,17,17,4.076,4.076,0,GRADUADO
CONTADURÍA PÚBLICA,Femenino,11/04/1992,25,2,11,8,30,21,2.958,3.668,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,07/10/1989,28,2,12,8,36,25,2.439,2.867,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,28/10/1983,34,10,60,60,161,161,3.977,4.222,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,19/06/1993,24,1,9,0,26,0,1.261,1.717,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,03/06/1987,30,9,81,54,223,145,1.05,3.138,13,ACTIVO
CONTADURÍA PÚBLICA,Femenino,21/03/1994,23,10,61,60,162,161,4.5,4.5,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,20/11/1985,31,10,36,36,96,96,3,4.082,8,ACTIVO
CONTADURÍA PÚBLICA,Femenino,13/03/1988,29,9,58,43,156,116,3.291,3.146,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,01/01/2001,16,10,51,51,138,138,4.222,3.984,8,GRADUADO
CONTADURÍA PÚBLICA,Femenino,30/01/1989,28,9,61,60,164,161,4.008,3.785,9,GRADUADO
CONTADURÍA PÚBLICA,Femenino,15/11/1983,34,9,61,54,162,143,3.908,3.475,17,ACTIVO
CONTADURÍA PÚBLICA,Femenino,08/03/1981,36,10,28,28,79,79,4.135,3.819,4,GRADUADO
CONTADURÍA PÚBLICA,Femenino,05/05/1992,25,3,24,17,69,48,3.057,3.154,3,DESERTOR
CONTADURÍA PÚBLICA,Femenino,13/10/1991,26,10,68,60,182,161,3.375,3.526,11,GRADUADO
CONTADURÍA PÚBLICA,Masculino,28/05/1993,24,2,6,1,17,3,1.218,2.676,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,24/11/1979,37,7,25,20,52,42,3.906,3.453,17,ACTIVO
CONTADURÍA PÚBLICA,Femenino,29/11/1984,32,1,9,4,28,12,2.64,2.6,1,DESERTOR
CONTADURÍA PÚBLICA,Femenino,22/08/1991,26,10,66,58,180,157,4.275,3.568,10,GRADUADO
CONTADURÍA PÚBLICA,Femenino,25/03/1977,40,10,36,29,70,57,4.85,3.578,14,GRADUADO
CONTADURÍA PÚBLICA,Femenino,26/07/1977,40,4,8,1,23,3,2.28,3.151,2,DESERTOR
CONTADURÍA PÚBLICA,Masculino,30/12/1991,25,5,36,27,100,72,3.155,3.181,9,ACTIVO
CONTADURÍA PÚBLICA,Masculino,01/07/1965,52,10,12,11,12,11,3.033,3.637,3,GRADUADO
CONTADURÍA PÚBLICA,Masculino,17/01/1976,41,10,57,46,147,119,3.827,3.383,11,GRADUADO
CONTADURÍA PÚBLICA,Masculino,30/11/1980,36,1,6,5,18,15,3.336,3.336,0,DESERTOR
CONTADURÍA PÚBLICA,Femenino,16/07/1996,21,5,25,25,67,67,3.65,3.835,3,ACTIVO
CONTADURÍA PÚBLICA,Masculino,31/01/1989,28,9,66,50,177,131,3.943,3.415,13,GRADUADO
CONTADURÍA PÚBLICA,Masculino,23/02/1995,22,2,17,15,48,41,3.938,3.577,7,ACTIVO
CONTADURÍA PÚBLICA,Masculino,31/01/1994,23,4,26,25,71,68,3.808,3.608,3,ACTIVO
CONTADURÍA PÚBLICA,Masculino,11/11/1989,28,10,87,71,248,199,3.5,3.47,15,ACTIVO
CONTADURÍA PÚBLICA,Masculino,11/11/1989,28,10,87,71,248,199,3,3,15,ACTIVO
CONTADURÍA PÚBLICA,Masculino,27/05/1994,23,2,6,5,16,14,3.559,4.07,0,ACTIVO
CONTADURÍA PÚBLICA,Masculino,07/05/1986,31,8,53,31,150,86,3.123,2.774,17,ACTIVO
CONTADURÍA PÚBLICA,Masculino,22/10/1986,31,10,65,49,181,133,3.78,3.38,13,GRADUADO
CONTADURÍA PÚBLICA,Masculino,04/07/1995,22,5,45,29,123,80,3.257,3.146,7,ACTIVO
CONTADURÍA PÚBLICA,Masculino,30/12/1983,33,9,50,48,129,125,3.915,3.951,7,GRADUADO
CONTADURÍA PÚBLICA,Masculino,13/08/1971,46,3,18,18,18,18,4.285,4.361,2,GRADUADO
CONTADURÍA PÚBLICA,Masculino,08/11/1994,23,2,11,11,31,31,4.228,4.331,1,ACTIVO
CONTADURÍA PÚBLICA,Masculino,30/12/1991,25,10,69,60,187,161,3,3.483,11,GRADUADO
CONTADURÍA PÚBLICA,Masculino,19/09/1975,42,10,22,22,22,22,3.625,3.625,3,GRADUADO
CONTADURÍA PÚBLICA,Masculino,19/09/1975,42,10,22,22,22,22,3.4,3.263,3,GRADUADO
CONTADURÍA PÚBLICA,Masculino,06/01/1980,37,10,36,30,36,30,3.1,3.343,7,GRADUADO
CONTADURÍA PÚBLICA,Masculino,02/09/1997,20,2,11,11,31,31,4.075,4.2,1,ACTIVO
CONTADURÍA PÚBLICA,Masculino,18/08/1994,23,9,63,60,168,161,3.657,3.697,9,ACTIVO
CONTADURÍA PÚBLICA,Masculino,10/11/1996,21,3,10,9,28,25,3.25,3.761,1,ACTIVO
CONTADURÍA PÚBLICA,Masculino,17/03/1994,23,1,5,0,14,0,1.768,1.768,0,DESERTOR
CONTADURÍA PÚBLICA,Masculino,10/01/1996,21,1,10,8,29,23,3.429,3.364,1,ACTIVO
