Carrera,Sexo,FechaNacimiento,Edad,Semestre,AsignaturasCursadas,AsignaturasAprobadas,CreditosCursados,CreditosAprobados,PromedioUltimoPeriodo,PromedioAcumulado,Duracion,Estado
MERCADOLOGÍA,Femenino,01/11/1995,22,10,39,39,97,97,4.118,4.193,5,ACTIVO
MERCADOLOGÍA,Femenino,03/01/1991,26,10,72,71,168,167,4,4,9,GRADUADO
MERCADOLOGÍA,Femenino,02/10/1989,28,9,54,54,141,141,4.611,4.611,8,GRADUADO
MERCADOLOGÍA,Femenino,28/02/1994,23,5,57,31,160,86,3.518,2.59,11,ACTIVO
MERCADOLOGÍA,Femenino,10/09/1990,27,1,6,2,15,5,1.983,1.983,0,DESERTOR
MERCADOLOGÍA,Femenino,14/11/1991,26,2,21,14,55,38,3.536,3.047,5,ACTIVO
MERCADOLOGÍA,Femenino,29/03/1993,24,4,25,21,67,56,2.986,3.307,4,DESERTOR
MERCADOLOGÍA,Femenino,18/06/1995,22,2,10,8,30,24,3.65,3.72,2,ACTIVO
MERCADOLOGÍA,Femenino,23/09/1989,28,2,5,5,15,15,3.46,4.137,0,ACTIVO
MERCADOLOGÍA,Femenino,09/09/1998,19,1,5,5,15,15,4.01,4.01,0,ACTIVO
MERCADOLOGÍA,Femenino,09/05/1992,25,2,12,12,30,30,3.63,3.602,1,DESERTOR
MERCADOLOGÍA,Masculino,12/02/1988,29,4,13,12,35,32,3.888,3.852,2,ACTIVO
MERCADOLOGÍA,Femenino,25/08/1987,30,9,59,58,157,154,4.236,4.091,9,ACTIVO
MERCADOLOGÍA,Femenino,12/05/1994,23,5,34,31,91,83,3.76,3.714,6,ACTIVO
MERCADOLOGÍA,Femenino,26/05/1994,23,1,8,7,24,21,3.533,3.75,1,ACTIVO
MERCADOLOGÍA,Femenino,25/10/1992,25,2,9,9,27,27,3.75,3.933,1,ACTIVO
MERCADOLOGÍA,Femenino,03/04/1993,24,6,41,35,111,96,3.859,3.622,7,ACTIVO
MERCADOLOGÍA,Femenino,08/04/1981,36,1,6,2,15,4,2.657,2.657,0,DESERTOR
MERCADOLOGÍA,Femenino,20/10/1989,28,4,28,28,78,78,3.968,3.99,4,ACTIVO
MERCADOLOGÍA,Femenino,07/08/1981,36,10,16,16,16,16,3.1,3.686,4,GRADUADO
MERCADOLOGÍA,Femenino,04/10/1991,26,3,21,19,56,52,3.418,3.772,3,DESERTOR
MERCADOLOGÍA,Femenino,06/03/1990,27,3,49,21,143,58,4.338,3.708,17,ACTIVO
MERCADOLOGÍA,Masculino,01/06/1982,35,9,22,19,22,19,3.56,3.568,4,DESERTOR
MERCADOLOGÍA,Femenino,14/04/1998,19,4,21,20,63,60,3.717,3.74,3,ACTIVO
MERCADOLOGÍA,Masculino,07/07/1986,31,9,35,32,95,87,3.55,3.6,7,GRADUADO
MERCADOLOGÍA,Femenino,27/11/1982,34,9,23,17,63,48,4.15,3.5,11,DESERTOR
MERCADOLOGÍA,Femenino,24/01/1985,32,9,48,45,129,121,4.1,3.561,11,GRADUADO
MERCADOLOGÍA,Femenino,12/07/1974,43,10,17,17,17,17,3.8,3.952,3,GRADUADO
MERCADOLOGÍA,Femenino,22/01/1980,37,2,14,8,36,20,3.125,3.378,2,DESERTOR
MERCADOLOGÍA,Masculino,08/11/1988,29,4,29,25,78,67,3.138,3.433,9,DESERTOR
MERCADOLOGÍA,Masculino,15/04/1994,23,2,13,13,39,39,3.913,3.812,2,ACTIVO
MERCADOLOGÍA,Masculino,05/06/1998,19,4,6,6,18,18,4.708,4.398,0,ACTIVO
MERCADOLOGÍA,Masculino,05/06/1998,19,2,15,15,45,45,4.5,4.273,2,ACTIVO
MERCADOLOGÍA,Femenino,28/12/1993,23,8,50,50,140,140,3.8,4.053,9,ACTIVO
MERCADOLOGÍA,Masculino,19/03/1990,27,9,55,49,145,128,4.55,3.49,10,GRADUADO
MERCADOLOGÍA,Masculino,13/06/1995,22,2,8,7,24,21,2.633,3.294,1,ACTIVO
MERCADOLOGÍA,Masculino,05/01/1993,24,1,5,1,15,3,1.7,1.7,0,ACTIVO
MERCADOLOGÍA,Femenino,03/11/1982,35,2,15,11,40,28,3.1,3.204,4,DESERTOR
MERCADOLOGÍA,Femenino,09/09/1996,21,3,17,13,51,39,3.638,3.468,3,ACTIVO
MERCADOLOGÍA,Masculino,15/09/1990,27,5,53,42,158,121,3.761,3.612,11,DESERTOR
MERCADOLOGÍA,Masculino,29/06/1983,34,7,17,7,49,19,2.75,3.307,4,DESERTOR
MERCADOLOGÍA,Femenino,15/05/1989,28,1,6,3,15,7,2.673,2.673,0,DESERTOR
MERCADOLOGÍA,Femenino,08/10/1985,32,6,22,11,60,30,1.767,3.065,4,DESERTOR
MERCADOLOGÍA,Masculino,22/05/1982,35,6,7,4,21,11,1.89,3.937,5,DESERTOR
MERCADOLOGÍA,Masculino,19/08/1993,24,8,57,51,159,142,3.808,3.471,11,ACTIVO
MERCADOLOGÍA,Masculino,05/03/1986,31,9,45,43,118,112,3.4,3.505,12,DESERTOR
MERCADOLOGÍA,Masculino,04/05/1976,41,1,6,6,15,15,3.673,3.673,0,DESERTOR
MERCADOLOGÍA,Masculino,12/03/1994,23,3,14,14,42,42,3.975,3.8,2,ACTIVO
MERCADOLOGÍA,Masculino,18/09/1992,25,4,62,19,167,50,2.125,1.799,12,ACTIVO
MERCADOLOGÍA,Masculino,11/12/1991,25,1,4,0,12,0,0.825,0.825,0,DESERTOR
MERCADOLOGÍA,Masculino,27/02/1997,20,2,4,4,12,12,3.763,4.24,0,ACTIVO
MERCADOLOGÍA,Masculino,28/12/1979,37,6,17,16,49,46,3.34,3.595,3,DESERTOR
MERCADOLOGÍA,Masculino,05/03/1988,29,9,52,51,147,144,4.281,3.868,10,ACTIVO
MERCADOLOGÍA,Masculino,10/02/1987,30,6,55,32,158,92,4.075,2.67,17,ACTIVO
MERCADOLOGÍA,Masculino,04/11/1990,27,9,39,37,99,93,4.5,4.5,8,GRADUADO
MERCADOLOGÍA,Masculino,16/07/1988,29,2,6,0,15,0,0.893,1.833,0,DESERTOR
MERCADOLOGÍA,Masculino,25/01/1988,29,1,5,5,15,15,4.31,4.31,0,ACTIVO
MERCADOLOGÍA,Masculino,15/02/1990,27,3,19,17,50,45,3.486,3.623,4,ACTIVO
MERCADOLOGÍA,Masculino,22/07/1989,28,9,69,60,181,156,4.815,4.815,12,GRADUADO
MERCADOLOGÍA,Masculino,02/01/1985,32,9,32,30,83,78,3.833,3.833,7,GRADUADO
MERCADOLOGÍA,Masculino,06/12/1992,24,3,26,18,71,51,4.007,3.061,4,ACTIVO
MERCADOLOGÍA,Masculino,24/10/1995,22,1,5,4,15,12,3.43,3.43,0,ACTIVO
MERCADOLOGÍA,Masculino,15/07/1990,27,2,15,14,42,37,2.871,3.225,2,DESERTOR
MERCADOLOGÍA,Masculino,30/03/1984,33,10,47,45,117,113,3.75,3.635,6,GRADUADO
MERCADOLOGÍA,Masculino,12/08/1988,29,3,22,21,57,54,3.354,3.457,3,DESERTOR
MERCADOLOGÍA,Masculino,26/03/1984,33,9,45,32,124,86,3.281,3.232,15,GRADUADO
MERCADOLOGÍA,Masculino,12/01/1989,28,1,6,4,14,10,3.154,3.321,0,DESERTOR
MERCADOLOGÍA,Masculino,02/01/1991,26,3,4,2,10,5,2.86,3.611,0,DESERTOR
MERCADOLOGÍA,Masculino,08/10/1979,38,6,42,36,114,99,3.85,3.407,12,ACTIVO
MERCADOLOGÍA,Masculino,21/06/1995,22,5,15,15,39,39,4.046,4.371,2,ACTIVO
MERCADOLOGÍA,Masculino,10/10/1984,33,1,6,6,15,15,3.713,3.75,0,DESERTOR
MERCADOLOGÍA,Masculino,25/01/1997,20,1,11,4,33,12,3.35,1.909,2,ACTIVO
MERCADOLOGÍA,Masculino,06/06/1989,28,5,12,11,34,31,3.763,4.203,7,ACTIVO
MERCADOLOGÍA,Masculino,15/12/1998,18,1,5,5,15,15,4.34,4.34,0,ACTIVO
MERCADOLOGÍA,Masculino,01/11/1992,25,2,10,6,25,15,2.105,2.876,2,DESERTOR
MERCADOLOGÍA,Masculino,11/06/1991,26,3,24,17,66,48,3.913,3.068,5,ACTIVO
MERCADOLOGÍA,Masculino,17/09/1984,33,9,67,54,185,150,3.9,3.264,12,ACTIVO
MERCADOLOGÍA,Masculino,26/06/1993,24,1,5,4,15,12,3.62,3.62,0,ACTIVO
MERCADOLOGÍA,Femenino,02/04/1994,23,1,6,6,17,17,4.629,4.629,0,ACTIVO
MERCADOLOGÍA,Femenino,02/05/1985,32,1,6,5,15,12,3.407,3.407,0,DESERTOR
MERCADOLOGÍA,Femenino,30/06/1982,35,1,5,4,13,10,3.662,3.662,0,DESERTOR
MERCADOLOGÍA,Femenino,02/12/1994,22,3,15,15,45,45,3.91,3.887,2,ACTIVO
MERCADOLOGÍA,Femenino,05/08/1993,24,2,9,8,27,24,3.025,3.511,1,ACTIVO
MERCADOLOGÍA,Femenino,17/08/1981,36,9,21,21,61,61,4,4.049,4,GRADUADO
MERCADOLOGÍA,Femenino,26/01/1984,33,2,7,4,18,10,0.713,2.351,1,DESERTOR
MERCADOLOGÍA,Femenino,21/08/1998,19,2,5,5,15,15,3.99,3.975,0,ACTIVO
MERCADOLOGÍA,Femenino,21/08/1998,19,1,5,5,15,15,3.96,3.96,0,ACTIVO
MERCADOLOGÍA,Femenino,03/07/1987,30,4,24,24,64,64,3.833,3.756,3,DESERTOR
MERCADOLOGÍA,Femenino,04/10/1979,38,9,6,6,6,6,0,0,0,GRADUADO
MERCADOLOGÍA,Femenino,04/10/1979,38,9,6,6,6,6,4,3.355,0,GRADUADO
MERCADOLOGÍA,Femenino,20/11/1987,29,9,49,37,131,96,4.361,4.361,12,GRADUADO
MERCADOLOGÍA,Femenino,20/07/1985,32,9,7,7,7,7,3.9,3.503,0,GRADUADO
MERCADOLOGÍA,Femenino,22/04/1988,29,9,36,34,98,92,4.5,4.5,14,GRADUADO
MERCADOLOGÍA,Femenino,29/07/1982,35,9,29,26,83,74,3.62,3.942,11,ACTIVO
MERCADOLOGÍA,Femenino,22/08/1988,29,2,6,4,15,10,2.88,3.439,0,DESERTOR
MERCADOLOGÍA,Femenino,05/03/1999,18,2,10,10,30,30,4.39,4.415,1,ACTIVO
MERCADOLOGÍA,Femenino,21/09/1997,20,1,5,3,15,9,3.27,3.27,0,DESERTOR
MERCADOLOGÍA,Femenino,29/04/1988,29,9,38,36,100,93,3.661,3.661,8,GRADUADO
MERCADOLOGÍA,Femenino,27/09/1990,27,2,11,7,27,18,2.55,2.85,1,DESERTOR
MERCADOLOGÍA,Masculino,21/05/1978,39,9,25,23,72,65,3.807,3.775,5,GRADUADO
MERCADOLOGÍA,Masculino,17/11/1975,42,9,23,23,56,56,3.225,3.908,15,GRADUADO
MERCADOLOGÍA,Masculino,17/11/1975,42,9,23,23,56,56,3.625,3.625,15,GRADUADO
MERCADOLOGÍA,Masculino,24/11/1990,26,1,5,4,13,10,3.273,3.273,0,DESERTOR
MERCADOLOGÍA,Masculino,01/09/1987,30,2,17,15,43,38,3.662,3.454,2,DESERTOR
MERCADOLOGÍA,Masculino,07/05/1986,31,9,10,10,10,10,4,3.886,2,GRADUADO
MERCADOLOGÍA,Masculino,13/01/1982,35,10,22,21,22,21,3,3.689,3,GRADUADO
MERCADOLOGÍA,Masculino,01/02/1971,46,4,24,23,63,60,3.541,3.663,3,DESERTOR
MERCADOLOGÍA,Masculino,21/02/1984,33,7,15,11,43,31,3.019,3.455,4,DESERTOR
MERCADOLOGÍA,Masculino,10/12/1976,40,3,14,6,36,16,0.85,2.76,2,DESERTOR
MERCADOLOGÍA,Masculino,20/12/1992,24,9,58,52,162,143,4.18,3.442,11,ACTIVO
MERCADOLOGÍA,Masculino,11/01/1989,28,2,6,1,15,2,2.267,3.027,0,DESERTOR
MERCADOLOGÍA,Masculino,06/09/1991,26,9,54,54,150,150,4.169,4.363,9,DESERTOR
MERCADOLOGÍA,Masculino,12/06/1991,26,5,32,21,92,60,1.775,3.247,8,DESERTOR
MERCADOLOGÍA,Masculino,02/08/1990,27,1,6,0,15,0,0.06,0.06,0,DESERTOR
MERCADOLOGÍA,Masculino,21/01/1988,29,3,12,12,31,31,3.794,3.663,1,DESERTOR
MERCADOLOGÍA,Masculino,01/01/1990,27,1,1,1,3,3,3.7,3.7,0,ACTIVO
MERCADOLOGÍA,Masculino,14/01/1986,31,2,13,13,39,39,3.988,4.077,2,ACTIVO
MERCADOLOGÍA,Masculino,23/01/1984,33,1,6,2,15,5,2.177,2.509,0,DESERTOR
MERCADOLOGÍA,Femenino,21/06/1987,30,9,35,32,88,79,4.333,4.333,14,GRADUADO
MERCADOLOGÍA,Femenino,14/02/1989,28,8,36,36,104,104,4.426,4.035,5,GRADUADO
MERCADOLOGÍA,Femenino,05/07/1988,29,9,37,37,107,107,3.9,4.106,6,GRADUADO
MERCADOLOGÍA,Femenino,21/01/1988,29,9,61,60,159,156,4.476,4.476,9,GRADUADO
MERCADOLOGÍA,Femenino,21/01/1988,29,9,61,60,159,156,4.2,3.823,9,GRADUADO
MERCADOLOGÍA,Femenino,28/10/1989,28,9,30,30,87,87,4.15,3.821,4,GRADUADO
MERCADOLOGÍA,Femenino,07/06/1988,29,9,40,39,96,94,3.533,3.892,6,GRADUADO
MERCADOLOGÍA,Femenino,12/12/1994,22,3,24,21,64,57,3.613,3.483,8,ACTIVO
MERCADOLOGÍA,Femenino,16/03/1991,26,1,19,8,50,21,2.657,2.321,3,DESERTOR
MERCADOLOGÍA,Femenino,11/10/1984,33,9,32,30,92,87,3.76,3.555,5,GRADUADO
MERCADOLOGÍA,Femenino,12/03/1991,26,6,39,39,107,107,3.938,3.975,9,ACTIVO
MERCADOLOGÍA,Femenino,27/11/1992,24,2,16,11,43,31,2.625,3.128,6,ACTIVO
MERCADOLOGÍA,Femenino,20/02/1990,27,4,12,12,32,32,3.761,3.963,1,DESERTOR
MERCADOLOGÍA,Femenino,20/08/1992,25,3,19,18,60,54,3.88,3.837,3,ACTIVO
MERCADOLOGÍA,Femenino,12/04/1986,31,1,9,6,24,16,3.133,3.01,1,DESERTOR
MERCADOLOGÍA,Femenino,18/04/1990,27,8,63,49,176,138,3.739,3.401,11,ACTIVO
MERCADOLOGÍA,Femenino,03/08/1988,29,8,42,40,117,112,4.067,3.69,8,ACTIVO
MERCADOLOGÍA,Femenino,13/11/1990,27,8,57,57,153,153,4.333,4.333,9,ACTIVO
MERCADOLOGÍA,Femenino,04/03/1981,36,9,6,6,6,6,3.9,3.496,0,GRADUADO
MERCADOLOGÍA,Femenino,23/11/1986,30,1,6,3,15,7,2.663,2.663,0,DESERTOR
MERCADOLOGÍA,Femenino,14/09/1986,31,9,32,29,95,85,3.87,3.681,5,GRADUADO
MERCADOLOGÍA,Femenino,01/01/1990,27,1,1,1,3,3,3.55,3.55,0,ACTIVO
MERCADOLOGÍA,Femenino,31/05/1986,31,9,33,33,90,90,4.175,4.214,5,GRADUADO
MERCADOLOGÍA,Femenino,20/08/1997,20,2,9,9,27,27,3.925,4.122,1,ACTIVO
MERCADOLOGÍA,Femenino,01/04/1978,39,9,50,47,133,124,4.05,3.716,15,GRADUADO
MERCADOLOGÍA,Masculino,14/09/1990,27,3,4,2,11,5,2.705,3.622,0,DESERTOR
MERCADOLOGÍA,Masculino,16/08/1995,22,1,5,3,15,9,2.89,2.89,0,ACTIVO
MERCADOLOGÍA,Masculino,22/10/1988,29,9,33,31,88,82,4.5,4.5,6,GRADUADO
MERCADOLOGÍA,Masculino,26/04/1982,35,10,18,18,18,18,4.378,3.851,3,GRADUADO
MERCADOLOGÍA,Masculino,29/07/1993,24,3,17,17,51,51,3.9,3.997,3,ACTIVO
MERCADOLOGÍA,Masculino,17/11/1990,27,9,38,37,95,92,4.346,4.346,8,GRADUADO
MERCADOLOGÍA,Masculino,17/11/1990,27,9,38,37,95,92,4.15,4.134,8,GRADUADO
MERCADOLOGÍA,Masculino,16/07/1993,24,5,33,31,90,84,3.55,3.513,7,ACTIVO
MERCADOLOGÍA,Masculino,24/08/1993,24,5,34,30,92,84,4.162,3.558,5,ACTIVO
MERCADOLOGÍA,Masculino,08/07/1988,29,9,48,46,126,120,3.531,3.531,8,GRADUADO
MERCADOLOGÍA,Masculino,10/03/1987,30,6,35,34,95,92,3.8,3.791,7,GRADUADO
MERCADOLOGÍA,Masculino,10/01/1994,23,4,3,3,9,9,4.017,4.213,0,ACTIVO
MERCADOLOGÍA,Masculino,21/04/1989,28,2,11,8,28,20,2.315,3.136,1,DESERTOR
MERCADOLOGÍA,Masculino,11/11/1995,22,1,5,5,15,15,4.05,3.639,0,ACTIVO
MERCADOLOGÍA,Masculino,01/01/1990,27,2,4,3,12,9,3.05,3.988,0,ACTIVO
MERCADOLOGÍA,Masculino,15/05/1992,25,1,7,5,21,15,2.2,3.321,1,ACTIVO
MERCADOLOGÍA,Masculino,03/02/1997,20,2,14,14,42,42,3.83,3.725,2,ACTIVO
MERCADOLOGÍA,Masculino,27/08/1978,39,1,6,1,15,3,2.1,2.1,0,DESERTOR
MERCADOLOGÍA,Femenino,01/08/1984,33,1,6,5,15,13,3.207,3.207,0,DESERTOR
MERCADOLOGÍA,Masculino,25/05/1990,27,1,12,7,30,17,2.32,2.74,1,DESERTOR
MERCADOLOGÍA,Femenino,18/03/1995,22,7,47,47,131,131,4.363,4.317,7,ACTIVO
MERCADOLOGÍA,Femenino,19/09/1993,24,9,55,54,149,146,4.4,3.821,8,GRADUADO
MERCADOLOGÍA,Femenino,09/10/1994,23,1,7,4,21,12,1.75,2.421,1,ACTIVO
MERCADOLOGÍA,Femenino,01/07/1996,21,7,47,47,131,131,4.434,4.304,7,ACTIVO
MERCADOLOGÍA,Femenino,14/05/1997,20,3,15,15,45,45,4.16,3.993,2,ACTIVO
MERCADOLOGÍA,Femenino,06/04/1993,24,2,9,9,27,27,3.725,3.917,1,ACTIVO
MERCADOLOGÍA,Femenino,04/10/1998,19,2,5,5,15,15,3.75,3.95,0,ACTIVO
MERCADOLOGÍA,Femenino,04/10/1998,19,1,5,5,15,15,4.15,4.15,0,ACTIVO
MERCADOLOGÍA,Femenino,28/07/1997,20,2,3,3,9,9,3.45,3.183,0,ACTIVO
MERCADOLOGÍA,Femenino,28/07/1997,20,1,9,6,27,18,3.1,3.094,1,ACTIVO
MERCADOLOGÍA,Masculino,10/03/1989,28,2,16,10,43,29,1.65,3.784,9,ACTIVO
MERCADOLOGÍA,Masculino,20/10/1993,24,2,4,4,12,12,3.988,4.319,0,ACTIVO
MERCADOLOGÍA,Masculino,09/12/1989,27,8,42,41,121,118,4.285,3.89,6,GRADUADO
MERCADOLOGÍA,Masculino,25/07/1994,23,4,32,24,87,65,3.35,3.179,5,DESERTOR
MERCADOLOGÍA,Masculino,18/11/1991,25,1,14,4,38,12,0,1.776,7,ACTIVO
MERCADOLOGÍA,Masculino,03/05/1988,29,3,5,4,14,11,3.393,3.741,0,DESERTOR
MERCADOLOGÍA,Masculino,23/02/1993,24,1,6,1,15,2,2.457,2.457,0,DESERTOR
MERCADOLOGÍA,Femenino,25/05/1997,20,4,21,20,63,60,4.275,4.269,3,ACTIVO
MERCADOLOGÍA,Femenino,06/08/1996,21,5,39,34,106,94,4,3.716,6,ACTIVO
MERCADOLOGÍA,Femenino,29/07/1996,21,1,5,5,15,15,4.2,4.2,0,ACTIVO
MERCADOLOGÍA,Femenino,01/01/1990,27,1,3,1,9,3,2.567,2.567,0,ACTIVO
MERCADOLOGÍA,Masculino,04/11/1987,30,1,11,11,30,30,4.37,4.37,12,ACTIVO
MERCADOLOGÍA,Masculino,18/10/1985,32,9,42,41,115,112,3.616,3.755,6,GRADUADO
MERCADOLOGÍA,Masculino,17/12/1982,34,9,32,29,94,85,3.788,3.596,6,GRADUADO
MERCADOLOGÍA,Masculino,07/02/1995,22,3,16,14,48,42,4.113,3.825,3,ACTIVO
MERCADOLOGÍA,Masculino,03/02/1999,18,2,10,10,30,30,4.28,4.27,1,ACTIVO
MERCADOLOGÍA,Masculino,23/02/1993,24,2,12,10,36,30,2.533,3.225,2,ACTIVO
MERCADOLOGÍA,Masculino,08/02/1950,67,4,29,26,80,72,3.835,3.753,5,ACTIVO
MERCADOLOGÍA,Masculino,04/02/1983,34,1,6,0,15,0,0.913,2.081,0,DESERTOR
MERCADOLOGÍA,Masculino,20/05/1995,22,3,18,13,54,39,3.363,3.136,3,ACTIVO
MERCADOLOGÍA,Masculino,07/06/1981,36,7,22,21,65,62,3.7,3.527,17,ACTIVO
MERCADOLOGÍA,Masculino,24/11/1989,27,7,60,43,170,119,3.575,2.919,14,ACTIVO
MERCADOLOGÍA,Masculino,07/04/1997,20,1,6,0,15,0,1.49,1.49,0,DESERTOR
MERCADOLOGÍA,Masculino,04/09/1990,27,8,61,60,158,156,4.187,4.187,9,GRADUADO
MERCADOLOGÍA,Masculino,18/12/1986,30,8,35,31,99,87,3.842,3.524,6,GRADUADO
MERCADOLOGÍA,Masculino,23/09/1987,30,9,24,24,70,70,3.805,3.78,4,GRADUADO
MERCADOLOGÍA,Masculino,05/03/1995,22,2,13,13,39,39,4.213,4.219,2,ACTIVO
MERCADOLOGÍA,Masculino,16/12/1991,25,8,55,51,153,142,4.25,3.795,10,ACTIVO
MERCADOLOGÍA,Masculino,28/10/1994,23,4,21,20,63,60,3.62,3.805,3,ACTIVO
MERCADOLOGÍA,Masculino,12/02/1996,21,2,10,10,30,30,3.7,3.85,1,ACTIVO
MERCADOLOGÍA,Masculino,15/02/1999,18,1,5,5,15,15,4.07,4.07,0,ACTIVO
MERCADOLOGÍA,Masculino,08/03/1980,37,2,13,6,32,15,0.24,1.436,2,DESERTOR
MERCADOLOGÍA,Femenino,23/03/1987,30,9,25,24,73,70,4.85,3.681,4,GRADUADO
MERCADOLOGÍA,Femenino,15/08/1986,31,1,12,5,30,13,0.847,1.724,1,DESERTOR
MERCADOLOGÍA,Femenino,20/05/1992,25,3,18,16,54,48,4.05,3.9,3,ACTIVO
MERCADOLOGÍA,Masculino,06/11/1990,27,9,66,55,180,148,3.24,3.395,12,GRADUADO
MERCADOLOGÍA,Masculino,26/10/1992,25,8,71,42,199,119,0.645,2.581,12,ACTIVO
MERCADOLOGÍA,Masculino,14/09/1985,32,8,29,29,79,79,3.933,3.917,6,GRADUADO
MERCADOLOGÍA,Masculino,01/01/1990,27,1,1,0,3,0,0,0,0,ACTIVO
MERCADOLOGÍA,Masculino,11/09/1989,28,5,58,23,159,65,1.636,2.15,13,ACTIVO
MERCADOLOGÍA,Masculino,14/03/1996,21,2,17,13,51,39,3.525,3.356,3,ACTIVO
MERCADOLOGÍA,Masculino,19/09/1985,32,6,38,29,107,80,3.16,3.236,10,DESERTOR
MERCADOLOGÍA,Masculino,03/06/1988,29,1,11,4,28,10,0.75,1.381,1,DESERTOR
MERCADOLOGÍA,Masculino,23/06/1971,46,6,3,0,8,0,0.506,3.605,0,DESERTOR
MERCADOLOGÍA,Masculino,23/11/1982,34,3,15,14,39,36,3.604,4.006,6,DESERTOR
MERCADOLOGÍA,Masculino,07/11/1991,26,6,45,32,120,85,3.1,3.2,11,ACTIVO
MERCADOLOGÍA,Masculino,13/06/1985,32,3,24,20,63,52,3.586,3.434,10,ACTIVO
MERCADOLOGÍA,Masculino,12/09/1989,28,3,21,13,54,32,1.395,2.893,4,DESERTOR
MERCADOLOGÍA,Masculino,03/11/1996,21,5,30,29,84,82,3.474,3.988,4,ACTIVO
MERCADOLOGÍA,Masculino,19/12/1996,20,1,9,7,27,21,3.363,3.433,1,ACTIVO
MERCADOLOGÍA,Femenino,24/07/1984,33,8,41,38,119,110,3.658,3.577,6,GRADUADO
MERCADOLOGÍA,Femenino,03/07/1991,26,7,33,22,90,60,3.7,3.429,9,ACTIVO
MERCADOLOGÍA,Masculino,25/01/1989,28,1,6,3,15,7,2.337,2.337,0,DESERTOR
MERCADOLOGÍA,Femenino,01/10/1992,25,6,38,37,106,103,4.15,4.093,6,ACTIVO
MERCADOLOGÍA,Femenino,22/12/1987,29,4,31,23,83,61,1.525,3.277,5,DESERTOR
MERCADOLOGÍA,Masculino,06/01/1998,19,1,5,5,15,15,3.89,3.89,0,ACTIVO
MERCADOLOGÍA,Masculino,12/01/1989,28,8,53,47,145,131,3.788,3.523,17,ACTIVO
MERCADOLOGÍA,Femenino,17/11/1992,24,9,55,55,150,150,3.831,4.015,8,GRADUADO
MERCADOLOGÍA,Femenino,22/08/1996,21,4,28,25,79,70,3.85,3.891,4,ACTIVO
MERCADOLOGÍA,Femenino,01/01/1999,18,9,27,25,80,74,3.68,3.706,5,GRADUADO
MERCADOLOGÍA,Femenino,08/09/1988,29,1,5,5,15,15,4.4,4.4,0,ACTIVO
MERCADOLOGÍA,Femenino,17/10/1991,26,9,61,56,164,150,3.25,3.647,11,GRADUADO
MERCADOLOGÍA,Femenino,04/12/1987,29,2,13,11,39,33,3.663,3.623,2,ACTIVO
MERCADOLOGÍA,Femenino,08/12/1986,30,1,6,0,15,0,0.16,0.16,0,DESERTOR
MERCADOLOGÍA,Femenino,12/10/1991,26,2,11,11,28,28,3.946,4.036,1,DESERTOR
MERCADOLOGÍA,Femenino,07/02/1984,33,8,21,21,57,57,4.134,4.003,2,ACTIVO
MERCADOLOGÍA,Femenino,01/03/1988,29,6,28,24,81,70,0.506,3.282,9,ACTIVO
MERCADOLOGÍA,Femenino,24/02/1992,25,8,56,56,152,152,4.3,4.3,9,GRADUADO
MERCADOLOGÍA,Femenino,27/08/1992,25,5,44,32,125,90,3.57,3.42,10,ACTIVO
MERCADOLOGÍA,Femenino,08/05/1986,31,5,34,31,93,84,3.723,3.781,6,ACTIVO
MERCADOLOGÍA,Femenino,12/12/1983,33,3,17,9,45,24,3.46,2.877,5,DESERTOR
MERCADOLOGÍA,Femenino,17/02/1983,34,7,32,31,90,87,4.077,3.891,6,ACTIVO
MERCADOLOGÍA,Femenino,18/09/1997,20,2,13,13,39,39,4.275,4.242,2,ACTIVO
MERCADOLOGÍA,Femenino,10/08/1986,31,5,23,23,65,65,3.85,4.091,5,DESERTOR
MERCADOLOGÍA,Femenino,06/06/2004,13,9,41,34,107,87,4.65,3.538,10,GRADUADO
MERCADOLOGÍA,Femenino,22/03/1989,28,9,57,56,155,152,4,4,9,GRADUADO
MERCADOLOGÍA,Femenino,22/03/1989,28,9,57,56,155,152,4.15,3.906,9,GRADUADO
MERCADOLOGÍA,Femenino,02/11/1991,26,9,61,58,162,154,4.294,4.294,9,GRADUADO
MERCADOLOGÍA,Femenino,02/11/1991,26,9,61,58,162,154,3.767,3.617,9,GRADUADO
MERCADOLOGÍA,Femenino,16/02/1984,33,3,21,16,57,43,2.65,3.018,3,DESERTOR
MERCADOLOGÍA,Femenino,01/12/1988,28,9,63,58,167,152,3.839,3.56,9,GRADUADO
MERCADOLOGÍA,Femenino,20/06/1982,35,9,43,40,108,102,3.7,3.776,9,GRADUADO
MERCADOLOGÍA,Femenino,30/06/1990,27,6,22,19,60,51,2.763,3.989,5,DESERTOR
MERCADOLOGÍA,Femenino,20/01/1982,35,9,27,27,74,74,3.888,3.923,4,GRADUADO
MERCADOLOGÍA,Femenino,20/12/1977,39,2,12,11,30,27,3.773,4.007,1,DESERTOR
MERCADOLOGÍA,Femenino,27/04/1985,32,9,27,27,76,76,4.194,3.762,4,GRADUADO
MERCADOLOGÍA,Femenino,14/08/1987,30,9,53,45,141,118,3.813,3.287,8,GRADUADO
MERCADOLOGÍA,Femenino,01/09/1973,44,9,18,18,49,49,4.5,4.145,5,GRADUADO
MERCADOLOGÍA,Femenino,31/07/1998,19,2,5,5,15,15,4.22,4.115,0,ACTIVO
